1	-30.5484701
2	79.47085762
3	40.09001982
4	-250.8916315
5	-5.345618882
6	-38.02003868
7	42.91166529
8	-4.904550719
9	44.09171872
10	48.38030802
11	-100.9116746
12	-3.415822943
13	8.258843496
14	44.66928925
15	-99.71839073
16	-1.967786675
17	-261.2546748
18	35.39092541
19	-138.4724949
20	58.504337
21	-50.69358617
22	0.595924171
23	-49.05948549
24	42.29261019
25	2.611152145
26	14.42652076
27	19.61870806
28	-35.41583435
29	27.24786395
30	44.92698805
31	-150.2907922
32	72.3524716
33	12.54369733
34	31.04084339
35	-138.0041694
36	51.27914552
37	-290.0506025
38	-173.1125193
39	70.98375411
40	-225.6629422
41	-84.80313631
42	15.40878596
43	43.60522115
44	-39.07841961
45	-85.70491765
46	-209.7489369
47	-252.4712047
48	-145.0386617
49	39.93240701
50	-123.4618785
51	-56.02424909
52	-5.775343423
53	16.51406089
54	-105.3716194
55	61.95535009
56	-275.2632775
57	42.71744526
58	-207.634265
59	-278.4077986
60	37.74572368
61	5.791494327
62	41.06948674
63	81.94999342
64	-38.77732904
65	-214.0558627
66	34.45914812
67	16.175
68	48.31175917
69	-241.9765159
70	-73.08775434
71	41.50018769
72	-306.9290447
73	60.064231
74	57.44234206
75	33.33207207
76	49.80462338
77	-6.741934928
78	18.40156356
79	44.32121734
80	34.43345505
81	-140.5053732
82	-33.55749678
83	-92.83847053
84	46.4058906
85	42.82652721
86	-223.7234565
87	-244.2313593
88	-93.15596204
89	-67.05264193
90	72.25755626
91	-50.78802831
92	-4.966634787
93	84.04958304
94	1.105195307
95	-163.4052142
96	-201.5735049
97	41.36821514
98	12.44039248
99	54.84564146
100	-10.22808293
101	-67.97356719
102	-155.2006161
103	-292.0688228
104	17.12018969
105	-27.91832315
106	-88.74479102
107	-100.1386271
108	48.53686026
109	59.25956589
110	1.459786004
111	-195.8442586
112	31.7950281
113	-118.2958862
114	-230.7762664
115	-193.8707283
116	-176.280704
117	-245.0926565
118	-21.01794335
119	60.4409218
120	-121.4307107
121	68.84134618
122	38.03504184
123	67.08743406
124	5.974510822
125	12.36082561
126	-2.56903031
127	-268.2107416
128	-15.71120382
129	5.577658718
130	-130.7212888
131	-161.1766764
132	31.14538146
133	1.091065699
134	40.06936079
135	-28.65617415
136	-35.90065865
137	-276.238646
138	-53.95739824
139	31.65471378
140	-56.19674576
141	-45.88922468
142	-2.010664735
143	17.14271399
144	-84.5497422
145	-180.6499636
146	-53.29229961
147	-186.7423715
148	-224.1389384
149	39.97798407
150	34.36170552
151	29.75024852
152	-16.93209128
153	-114.8390658
154	-219.0069785
155	52.28706771
156	52.92044982
157	-169.1969003
158	52.88417051
159	49.12895581
160	15.86335973
161	-148.6548287
162	-31.27004926
163	-73.82563434
164	36.85888229
165	-23.94725669
166	-97.13175502
167	7.387226272
168	49.13317044
169	33.36688956
170	84.91163581
171	-79.52778919
172	48.49261872
173	-262.8642841
174	-6.495905657
175	-123.0200156
176	79.35319018
177	37.46695735
178	17.2964642
179	27.35196663
180	-142.4110586
181	9.146073882
182	-55.47853673
183	77.89600043
184	62.68390544
185	28.82484668
186	-10.08672587
187	38.90127247
188	-188.4522659
189	-5.180463325
190	-107.880792
191	-192.7279857
192	-96.84714773
193	-209.7846848
194	-109.1979061
195	-27.69386881
196	30.44406533
197	-57.61699587
198	30.46207407
199	30.36116175
